t_DATE,t_PERIOD,t_STORECODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,rank,matched_itemcode,distance,m_catcode,m_category,m_subcat,m_ssubcat,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp,llm_rank,llm_selected,llm_confidence
2022-01-31,202201,435872910133,1643533291853,99763009.0,122,SONOCO PRODUCTION PVT.LTD. NEPAL,HARIYO PAT ,HARIYO PAT/DETERGENT/GM 500/ PPH/RS 50,50.0,PPH,GM 500,,1643533291853-sonoco production pvt-ltd- nepal-hariyo pat .png,RECODING,5,1,99763009,105.50958,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,SONOCO PRODUCTION-NEPAL,HARIYO PAAT,HARIYO PAAT,HARIYO PAAT-DETERGENT POWDER PPH 500 GM,PLPCH,500.000 GM,,,500.0,GM,50.0,1,True,high
2022-01-31,202201,435872910133,1643533632697,99763011.0,122,SONOCO PRODUCTION PVT.LTD. NEPAL,HARIYO PAT ,HARIYO PAT/DETERGENT/GM 5000/PPH/RS 550,550.0,PPH,GM 5000,New SKU,1643533632697-sonoco production pvt-ltd- nepal-hariyo pat .png,RECODING,5,1,99763011,105.10831,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,SONOCO PRODUCTION-NEPAL,HARIYO PAAT,HARIYO PAAT,HARIYO PAAT-DETERGENT POWDER PPH 5000 GM,PLPCH,5000.000 GM,,,5000.0,GM,550.0,1,True,high
2022-01-31,202201,435872910133,1643534018820,99763010.0,122,SONOCO PRODUCTION PVT.LTD. NEPAL,HARIYO PAT ,HARIYO PAT/DETERGENT/GM 3000/PPH/RS 250,250.0,PPH,GM 3000,New SKU,1643534018820-sonoco production pvt-ltd- nepal-hariyo pat .png,RECODING,5,1,99763010,103.38574,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,SONOCO PRODUCTION-NEPAL,HARIYO PAAT,HARIYO PAAT,HARIYO PAAT-DETERGENT POWDER PPH 3000 GM,PLPCH,3000.000 GM,,,3000.0,GM,250.0,1,True,high
2022-01-31,202201,435872910133,1643534598655,99763014.0,122,PRANSO SOAP INDUSTRIES PVT.LTD. NEPALNEPAL,PRANSO,PRANSA/DETERGENT/GM 1000/PPH/RS 100,100.0,PPH,GM 1000,New SKU,1643534598655-pranso soap industries pvt-ltd- nepalnepal-pranso.png,RECODING,5,1,99763014,125.34033,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,PRANSO SOAP INDUSTRIES-NEPAL,PRANSO,PRANSO,PRANSO-OXYGEN POWER PPH 1000 GM,PLPCH,1000.000 GM,,,1000.0,GM,100.0,1,True,high
2022-02-03,202201,128607002,1643536244662,99763037.0,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHO COFITINO,TOFFICHOO COFITINO,2.5,PPH,2.8G,,1643536244662-surya nepal pvt ltd - nepal-tofficho cofitino.png,RECODING,5,1,99763037,150.50919,106,CONFECTIONERY-NP,TOFFEES,TOFFEES,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO,TOFFICHOO COFITINO,TOFFICHOO COFITINO-COFFEE EWP 2.8 GM,EWRPK,2.800 GM,COFFEE,,2.8,GM,2.5,1,True,high
2022-02-19,202202,116584664,1643536789379,99763038.0,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO DUOZ,TOFFICHOO DUOZ STRAWBERRY,2.0,PPH,2.8G,,1643536789379-surya nepal pvt ltd - nepal-toffichoo duoz.png,RECODING,5,3,99763038,119.67685,106,CONFECTIONERY-NP,TOFFEES,TOFFEES,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO,TOFFICHOO DUOZ,TOFFICHOO DUOZ-STRAWBERRY EWP 2.8 GM,EWRPK,2.800 GM,STRAWBERRY,,2.8,GM,2.5,3,True,high
2022-02-03,202201,128607002,1643536789379,99763038.0,106,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO DUOZ,TOFFICHOO DUOZ STRAWBERRY,2.5,PPH,2.8G,,1643536789379-surya nepal pvt ltd - nepal-toffichoo duoz.png,RECODING,5,3,99763038,117.54881,106,CONFECTIONERY-NP,TOFFEES,TOFFEES,SURYA NEPAL PVT LTD - NEPAL,TOFFICHOO,TOFFICHOO DUOZ,TOFFICHOO DUOZ-STRAWBERRY EWP 2.8 GM,EWRPK,2.800 GM,STRAWBERRY,,2.8,GM,2.5,3,True,high
2022-02-03,202201,128607002,1643537011597,99763040.0,106,SURYA NEPAL PVT LTD - NEPAL,MINT-O FRESH PREMIUM,MINT-O FRESH PREMIUM  ,2.5,PPH,3.4G,,1643537011597-surya nepal pvt ltd - nepal-mint-o fresh premium.png,RECODING,5,1,99762387,120.737816,105,CIGARETTE,,,SURYA NEPAL PVT LTD - NEPAL,SURYA,SURYA MINT,HL 20'S,HL,20,FRESH,,20.0,NO,280.0,0,False,rejected
2022-02-03,202201,128607002,1643537176458,99763039.0,106,SURYA NEPAL PVT LTD - NEPAL,MINT-O FRESH MAX,MINT-O MAX,2.5,PPH,3.4G,,1643537176458-surya nepal pvt ltd - nepal-mint-o fresh max.png,RECODING,5,1,99762387,134.09079,105,CIGARETTE,,,SURYA NEPAL PVT LTD - NEPAL,SURYA,SURYA MINT,HL 20'S,HL,20,FRESH,,20.0,NO,280.0,0,False,rejected
2022-02-03,202201,128607002,1643537315789,99763041.0,106,SURYA NEPAL PVT LTD - NEPAL,MINT-O FRESH ULTRA,MINT-O FRESH ULTRA  ,2.5,PPH,3.4G,,1643537315789-surya nepal pvt ltd - nepal-mint-o fresh ultra.png,RECODING,5,1,99762387,120.1425,105,CIGARETTE,,,SURYA NEPAL PVT LTD - NEPAL,SURYA,SURYA MINT,HL 20'S,HL,20,FRESH,,20.0,NO,280.0,0,False,rejected
2022-01-31,202201,435873410174,1643537855796,99763008.0,106,DURGA CONFECTIONERS PVT.LTD.INDIA,FRUITO POP,FRUITO POP/FRUIT/GM 10 /PPH/RS 2,3.2,PPH,GM 10,New SKU,1643537855796-durga confectioners pvt-ltd-india-fruito pop.png,RECODING,5,1,99763008,100.082565,106,CONFECTIONERY-NP,LOLLIPOPS,LOLLIPOPS,DURGA CONFECTIONERY-INDIA,MONARKO,MONARKO FRUITO POP,MONARKO FRUITO POP-FRUIT LOLLIPOP PPH 10 GM,PLPCH,10.000 GM,FRUIT,,10.0,GM,5.0,0,False,rejected
2022-02-03,202201,129024572,1643603730789,99763043.0,111,MARICO BANGLADESH LTD-BANGLADESH,PARACHUTE,PARACHUTE 100% PURE COCONUT OIL,75.0,PBT,95ML,,1643603730789-marico bangladesh ltd-bangladesh-parachute.png,RECODING,5,2,99763043,60.09778,111,HAIR OIL-NP,HAIR OIL,COCONUT OIL,MARICO BANGLADESH LTD-BANGLADESH,PARACHUTE,PARACHUTE,PARACHUTE-100% PURE COCONUT OIL PBT 95 ML,PLBOT,95.000 ML,,,95.0,ML,75.0,2,True,high
2022-02-03,202201,129024572,1643604327838,99763044.0,111,MARICO LIMITED - INDIA,NIHAR NATURAL SHANTI,NIHAR NATURAL SHANTI BADAM AMALA,32.0,PBT,44ML,,1643604327838-marico limited - india-nihar natural shanti.png,RECODING,5,1,90817224,118.98398,111,HAIR OIL-NP,HAIR OIL,NON COCONUT OIL,MARICO LIMITED - INDIA,NIHAR,NIHAR NATURAL SHANTI,NIHAR NATURAL SHANTI-BADAM AMLA PBT 25 ML,PLBOT,25.000 ML,,,25.0,ML,0.0,0,False,rejected
2022-02-03,202201,129024572,1643604561419,99763045.0,111,MARICO LIMITED - INDIA,NIHAR NATURAL SHANTI,NIHAR NATURAL SHANTI BADAM AMALA ,70.0,PBT,90ML,,1643604561419-marico limited - india-nihar natural shanti.png,RECODING,5,1,90827485,117.38393,111,HAIR OIL-NP,HAIR OIL,NON COCONUT OIL,MARICO LIMITED - INDIA,NIHAR,NIHAR NATURAL SHANTI,NIHAR NATURAL SHANTI-SARSON-PBT 175 ML,PLBOT,175.000 ML,,,175.0,ML,0.0,0,False,rejected
2022-02-01,202201,124567392,1643605023107,99762609.0,130,MHL HEALTHCARE LTD-INDIA,FIRE XTRQ,FIRE XTRQ/SUPER DOTTED/12 PCS/CBP,170.0,CBP,12 PCS,,1643605023107-mhl healthcare ltd-india-fire xtrq.png,CROSS CODING,2,1,99762609,152.3047,130,CONDOM-NP,CONDOM,CONDOM,MHL HEALTHCARE LTD-INDIA,FIRE XTRA,FIRE XTRA,FIRE XTRA-SUPER DOTTED CBP 12 NO,CDBOX,12.000 NO,,,12.0,NO,170.0,1,True,high
2022-02-01,202201,124683707,1643607625354,91927560.0,110,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA/100% PURE HENNA/25GM/PPH,20.0,PPH,25GM,,1643607625354-godrej consumer products-india-godrej nupur henna.png,CROSS CODING,2,2,91927560,132.95183,110,HAIR DYES-NP,MEHENDI/HEENA,MEHENDI/HEENA,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA-SILKY & SHINY HAIR GOODNESS 9 HERBS-PPH 25G,PLPCH,25.000 GM,,UNSPECIFIED,25.0,GM,0.0,2,True,high
2022-02-03,202202,126777247,1643607625354,91927560.0,110,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA/100% PURE HENNA/25GM/PPH,20.0,PPH,25GM,,1643607625354-godrej consumer products-india-godrej nupur henna.png,CROSS CODING,2,2,91927560,132.95183,110,HAIR DYES-NP,MEHENDI/HEENA,MEHENDI/HEENA,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA-SILKY & SHINY HAIR GOODNESS 9 HERBS-PPH 25G,PLPCH,25.000 GM,,UNSPECIFIED,25.0,GM,0.0,2,True,high
2022-02-12,202202,130377806,1643607625354,91927560.0,110,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA/100% PURE HENNA/25GM/PPH,20.0,PPH,25GM,,1643607625354-godrej consumer products-india-godrej nupur henna.png,CROSS CODING,2,2,91927560,132.95183,110,HAIR DYES-NP,MEHENDI/HEENA,MEHENDI/HEENA,GODREJ CONSUMER PRODUCTS-INDIA,GODREJ,GODREJ NUPUR HENNA,GODREJ NUPUR HENNA-SILKY & SHINY HAIR GOODNESS 9 HERBS-PPH 25G,PLPCH,25.000 GM,,UNSPECIFIED,25.0,GM,0.0,2,True,high
2022-02-01,202201,123455987,1643607898409,99763051.0,123,SHIVA SHAKTI OIL&SOAP P LTD-NP,SWIFT 200 GM,SWIFT\200\GM,40.0,200GM,PPH,New SKU,1643607898409-shiva shakti oil-soap p ltd-np-swift 200 gm.png,RECODING,5,3,99763051,160.07239,123,WASHING CAKE & DISHWASH BAR-NP,WASHING CAKE & DISHWASH BAR,WASHING CAKE,SHIVA SHAKTI OIL&SOAP P LTD-NP,SWIFT,SWIFT,SWIFT-LAUNDRY SOAP PPH 200 GM,PLPCH,200.000 GM,,,200.0,GM,40.0,3,True,high
2022-02-01,202201,335095510147,1643608928837,99763021.0,122,SNEHA SOAP & CHEMICAL INDUSTRIES-NEPAL,SNEHA'S NATURE,SNEHA'S NATURE-PPH 500 GM,60.0,PPH ,500 GM ,,1643608928837-sneha soap - chemical industries-nepal-sneha-s nature.png,RECODING,5,1,99763021,92.90808,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,SNEHA SOAP & CHEMICAL INDUSTRIES-NEPAL,SNEHA'S,SNEHA'S NATURE,SNEHA'S NATURE-PPH 500 GM,PLPCH,500.000 GM,,,500.0,GM,60.0,1,True,high
2022-02-01,202201,124683707,1643609154530,99763026.0,123,DINESH SOAP & HOUSEHOLD-NPL,DINESH SUPER7 ,DINESH SUPER7/LAUNDRY SOAP/150GM/PPH,30.0,PPH,150GM ,,1643609154530-dinesh soap - household-npl-dinesh super7 .png,RECODING,5,1,99762676,82.30232,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,DINESH SOAP & HOUSEHOLD-NPL,DINESH,DINESH 3IN1,DINESH 3IN1-PPH 200 GM,PLPCH,200.000 GM,,,200.0,GM,20.0,0,False,rejected
2022-02-16,202201,516813310186,1643609154530,99763026.0,123,DINESH SOAP & HOUSEHOLD-NPL,DINESH SUPER7 ,DINESH SUPER7/LAUNDRY SOAP/150GM/PPH,30.0,PPH,150GM ,,1643609154530-dinesh soap - household-npl-dinesh super7 .png,RECODING,5,1,99762676,82.30232,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,DINESH SOAP & HOUSEHOLD-NPL,DINESH,DINESH 3IN1,DINESH 3IN1-PPH 200 GM,PLPCH,200.000 GM,,,200.0,GM,20.0,0,False,rejected
2022-02-01,202201,124620444,1643613340689,99763022.0,132,KIMBERLY-CLARK-INDIA,HUGGIES WONDER PANTS,HUGGIES WONDER PANTS/SMALL/5 PANTS/PPH,100.0,PPH,5 PANTS ,,1643613340689-kimberly-clark-india-huggies wonder pants.png,RECODING,5,1,99763022,97.09496,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,KIMBERLY-CLARK-INDIA,HUGGIES,HUGGIES WONDER PANTS,HUGGIES WONDER PANTS-SMALL(S) PPH 5 NOS,PLPCH,5.000 NO,,,5.0,NO,100.0,1,True,high
2022-02-01,202201,124620444,1643613478789,99763023.0,132,KIMBERLY-CLARK-INDIA,HUGGIES DRY PANTS,HUGGIES DRY PANTS/MEDIUM/16 PANTS/PPH,320.0,PPH,16 PANTS ,,1643613478789-kimberly-clark-india-huggies dry pants.png,RECODING,5,1,99763023,91.55748,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,KIMBERLY-CLARK-INDIA,HUGGIES,HUGGIES DRY PANTS,HUGGIES DRY PANTS-MEDIUM(M) PPH 16 NOS,PLPCH,16.000 NO,,,16.0,NO,320.0,1,True,high
2022-02-01,202201,114636994,1643613524026,99762506.0,118,RELIABLE NEPAL EXPRT & IMPR-NP,MOUNTAIN FRESH,MOUNTAIN FRESH/180/ML/CAN,85.0,CAN,180 ML,,1643613524026-reliable nepal exprt - impr-np-mountain fresh.png,CROSS CODING,2,2,54866,172.52982,118,SOFT DRINKS-NP,SOFT DRINKS,MILK BASED DRINK,RELIABLE NEPAL EXPRT & IMPR-NP,RELIABLE,RELIABLE CHAKRA,BADAM DRINK CAN 180 ML,CAN,180.000 ML,ALMOND,,180.0,ML,0.0,2,True,high
2022-02-01,202201,124620444,1643614561921,99763024.0,132,NOBEL HYGIENE PVT. LTD INDIA ,TEDDYY BABY DIAPER PANTS ,TEDDYY BABY DIAPER PANTS/LARGE/5 PANTS/PPH,100.0,PPH,5 PANTS ,,1643614561921-nobel hygiene pvt- ltd india -teddyy baby diaper pants .png,RECODING,5,1,99763024,39.24369,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,NOBEL HYGIENE PVT LTD-INDIA,TEDDYY,TEDDYY BABY DIAPER PANTS,TEDDYY BABY DIAPER PANTS-LARGE(L) PPH 5 NOS,PLPCH,5.000 NO,,,5.0,NO,100.0,1,True,high
2022-02-01,202201,110995899,1643615493756,99763020.0,118,SHANGRILA DRINKING WATER & BEVERAGE INDUSTRIES,SHANGRILA ,SHANGRILA/1000/ML/PBT,20.0,PBT,1000 ML,,1643615493756-shangrila drinking water - beverage industries-shangrila .png,RECODING,5,1,99763020,114.9579,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,SHANGRILA DRNKNG WTR & BVRG-NP,SHANGRI-LA,SHANGRI-LA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0,1,True,high
2022-02-01,202201,111949740,1643615493756,99763020.0,118,SHANGRILA DRINKING WATER & BEVERAGE INDUSTRIES,SHANGRILA ,SHANGRILA/1000/ML/PBT,20.0,PBT,1000 ML,,1643615493756-shangrila drinking water - beverage industries-shangrila .png,RECODING,5,1,99763020,114.9579,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,SHANGRILA DRNKNG WTR & BVRG-NP,SHANGRI-LA,SHANGRI-LA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0,1,True,high
2022-02-01,202201,114615631,1643615493756,99763020.0,118,SHANGRILA DRINKING WATER & BEVERAGE INDUSTRIES,SHANGRILA ,SHANGRILA/1000/ML/PBT,20.0,PBT,1000 ML,,1643615493756-shangrila drinking water - beverage industries-shangrila .png,RECODING,5,1,99763020,114.9579,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,SHANGRILA DRNKNG WTR & BVRG-NP,SHANGRI-LA,SHANGRI-LA,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0,1,True,high
2022-02-01,202201,435872910189,1643615789614,99762894.0,106,HIMADRI FOODS PVT.LTD.NEPAL,KOKO MILK LOLLIPOP,KOKO MILK LOLLIPOP/ PRAN/GM 10/PPH/RS 5,5.0,PPH,GM 10,,1643615789614-himadri foods pvt-ltd-nepal-koko milk lollipop.png,CROSS CODING,2,1,99762894,93.98681,106,CONFECTIONERY-NP,LOLLIPOPS,LOLLIPOPS,HIMADRI FOOD-NEPAL,PRAN,PRAN KOKO,PRAN KOKO-MILK LOLLIPOP EWP 10 GM,EWRPK,10.000 GM,MILK,,10.0,GM,5.0,1,True,high
2022-02-11,202202,128720214,1643616261786,99763042.0,106,SUJAL FOODS PVT LTD-NEPAL,IMLI DUM,IMLI DUMUM,1.0,PPH,2.8GM,,1643616261786-sujal foods pvt ltd-nepal-imli dum.png,RECODING,5,1,99763042,151.50339,106,CONFECTIONERY-NP,HARD BOILED CANDIES,HARD BOILED CANDIES,SUJAL FOODS PVT LTD-NEPAL,SUJAL,SUJAL IMLI DUM,SUJAL IMLI DUM-PPH 2.8 GM,PLPCH,2.800 GM,IMLI,,2.8,GM,1.0,1,True,high
2022-02-09,202202,128811385,1643616261786,99763042.0,106,SUJAL FOODS PVT LTD-NEPAL,IMLI DUM,IMLI DUMUM,1.0,PPH,2.8GM,,1643616261786-sujal foods pvt ltd-nepal-imli dum.png,RECODING,5,1,99763042,151.50339,106,CONFECTIONERY-NP,HARD BOILED CANDIES,HARD BOILED CANDIES,SUJAL FOODS PVT LTD-NEPAL,SUJAL,SUJAL IMLI DUM,SUJAL IMLI DUM-PPH 2.8 GM,PLPCH,2.800 GM,IMLI,,2.8,GM,1.0,1,True,high
2022-02-01,202201,130851381,1643616261786,99763042.0,106,SUJAL FOODS PVT LTD-NEPAL,IMLI DUM,IMLI DUMUM,1.0,PPH,2.8GM,,1643616261786-sujal foods pvt ltd-nepal-imli dum.png,RECODING,5,1,99763042,151.50339,106,CONFECTIONERY-NP,HARD BOILED CANDIES,HARD BOILED CANDIES,SUJAL FOODS PVT LTD-NEPAL,SUJAL,SUJAL IMLI DUM,SUJAL IMLI DUM-PPH 2.8 GM,PLPCH,2.800 GM,IMLI,,2.8,GM,1.0,1,True,high
2022-02-01,202201,124771648,1643618596059,99763017.0,110,PREM HENNA PVT LTD-INDIA,NISHA CREAM HAIR COLOUR DARK BLONDE 7. 0,NISHA CREAM DARK BLONDE 7.0\20GM+30ML,50.0,PPH,20GM 30ML,New SKU,1643618596059-prem henna pvt ltd-india-nisha cream hair colour dark blonde 7- 0.png,RECODING,5,1,99763017,70.137115,110,HAIR DYES-NP,CREAM,BASIC CREAM,PREM HENNA PVT LTD-INDIA,NISHA,NISHA,NISHA-7.0 DARK BLONDE COLRN 20G PPH 50 ML,PLPCH,50.000 ML,,DARK BLONDE,50.0,ML,50.0,1,True,high
2022-02-01,202201,130851381,1643618620821,99763025.0,132,BRAJESHWORI INDUSTRIES PVT LTD,NYANO,NYANO\5\NOS,100.0,PPH,5 NOS,,1643618620821-brajeshwori industries pvt ltd-nyano.png,RECODING,5,1,99763025,196.0796,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,BRAJESHWORI INDUSTRIES-NEPAL,NYANO,NYANO BABY PULL UP PANTS,NYANO BABY PULL UP PANTS-SMALL(S) PPH 5 NOS,PLPCH,5.000 NO,,,5.0,NO,100.0,0,False,rejected
2022-02-01,202201,124771648,1643619276012,99763018.0,110,PREM HENNA PVT LTD-INDIA,NISHA  HAIR CREAM,NEETA HAIR HENNA\50\GM,50.0,PPH,50GM,New SKU,1643619276012-prem henna pvt ltd-india-nisha  hair cream.png,RECODING,5,2,99763017,103.115234,110,HAIR DYES-NP,CREAM,BASIC CREAM,PREM HENNA PVT LTD-INDIA,NISHA,NISHA,NISHA-7.0 DARK BLONDE COLRN 20G PPH 50 ML,PLPCH,50.000 ML,,DARK BLONDE,50.0,ML,50.0,2,True,high
2022-02-01,202201,111741491,1643619401931,99763027.0,123,DEUTI SOAP & CHEMICAL-NEPAL,YASHODA,YASHODA/250/GM/PPH,50.0,PPH,250 GM,,1643619401931-deuti soap - chemical-nepal-yashoda.png,RECODING,5,2,99762885,104.69519,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,DEUTI SOAP & CHEMICAL-NEPAL,YASHODA,YASHODA,YASHODA-QUICK WASH PPH 500 GM,PLPCH,500.000 GM,,,500.0,GM,50.0,2,True,high
