t_DATE,t_PERIOD,t_AUDITYPE,t_STORECODE,t_DLRCODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,rank,matched_itemcode,distance,m_catcode,m_category,m_subcat,m_ssubcat,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp,llm_rank,llm_selected,llm_confidence
23/09/2024,202409,2,121838548,31101020068,1726814281194,99765298,118,RAYBOT SPRINGS MINERAL WATER PVT.LTD NEPAL,RELIEF,RELIEF NIMBU PANI\250ML\PET\RS:50\RAYBOT SPRINGS MINERAL WATER PVT.LTD NEPAL,50,250ML,PET,,1726814281194-raybot springs mineral water pvt-ltd nepal-relief#3.png,RECODING,5,1,99765298,115.76338,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,RAYBOT SPRING'S MINERAL WATER-NEPAL,RELIEF,RELIEF NIMBU PANI,LEMON PET 250 ML,PET,250.000 ML,LEMON,,250.0,ML,50.0,1,True,high
23/09/2024,202409,2,127522802,31101020106,1726907256316,99764023,118,MANAKAMANA FRUIT & BEVERAGE-NP,FRESTA ,FRESTA ORANGE\1500ML\PET\RS:190\MANAKAMANA FRUIT &BEVRAGE PVT.LTD NEPAL,190,1500,PET,,1726907256316-manakamana fruit - beverage-np-fresta #3.png,CROSS CODING,2,1,99764023,119.19423,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,MANAKAMANA FRUIT & BEVERAGE-NP,FRESHTA,FRESHTA,ORANGE PET 1500 ML,PET,1500.000 ML,ORANGE,,1500.0,ML,175.0,1,True,high
23/09/2024,202409,2,129024634,22101020014,1726972025844,99765296,118,PEPSI COLA CMPNY IMPRTD-IMPRTD,7 UP NIMBOOZ,7 UP NIMBOOZ\350ML\PBT\LEMON JUICE ,32,350ML,PBT,,1726972025844-pepsi cola cmpny imprtd-imprtd-7 up nimbooz#3.png,RECODING,5,1,99765296,78.42197,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,PEPSI COLA CMPNY IMPRTD-IMPRTD,7 UP,7 UP NIMBOOZ,LEMON PET 350 ML,PET,350.000 ML,LEMON,,350.0,ML,32.0,1,True,high
29/09/2024,202409,2,122150710,12303020015,1727065341344,99765311,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-STRAWBERRY PBT 250ML,100,250ML,PBT,,1727065341344-singapore beverage-nepal-fruit gems#3.png,RECODING,5,2,99765311,103.167496,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,STRAWBERRY PET 250 ML,PET,250.000 ML,STRAWBERRY,,250.0,ML,100.0,2,True,high
29/09/2024,202409,2,122150710,12303020015,1727065540787,99765312,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-PINEAPPLE PBT 250ML,100,250ML,PBT,,1727065540787-singapore beverage-nepal-fruit gems#3.png,RECODING,5,1,99765312,96.46945,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,PINEAPPLE PET 250 ML,PET,250.000 ML,PINEAPPLE,,250.0,ML,100.0,1,True,high
29/09/2024,202409,2,122150710,12303020015,1727065627143,99765310,134,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS-MANGO PBT 250ML,100,250ML,PBT,,1727065627143-singapore beverage-nepal-fruit gems#3.png,RECODING,5,2,99765310,102.72355,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SINGAPORE BEVERAGE-NEPAL,FRUIT GEMS,FRUIT GEMS,MANGO PET 250 ML,PET,250.000 ML,MANGO,,250.0,ML,100.0,2,True,high
24/09/2024,202409,2,117666700,51302020003,1727080817949,99765304,134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY/300ML/PBT/ORANGE ,130,300ML,PBT,,1727080817949-shambhavi food - beverages-nepal-jimmy jimmy#3.png,RECODING,5,1,99765304,112.7549,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,ORANGE PET 300 ML,PET,300.000 ML,ORANGE,,300.0,ML,120.0,1,True,high
29/09/2024,202409,2,128699486,12201020014,1727086748094,99765305,134,SAMBHAVI FOOD AND BEVERAGES PVT.LTD-NEPAL,JIMMY JIMMY,JIMMY JIMMY BLUEBERRY DRINK PET 250ML,100,250ML,PET,,,RECODING,5,1,99765305,86.87857,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,BLUEBERRY PET 250 ML,PET,250.000 ML,BLUEBERRY,,250.0,ML,100.0,1,True,high
24/09/2024,202409,2,128702441,12201020028,1727086748094,99765305,134,SAMBHAVI FOOD AND BEVERAGES PVT.LTD-NEPAL,JIMMY JIMMY,JIMMY JIMMY BLUEBERRY DRINK PET 250ML,100,250ML,PET,,1727086748094-sambhavi food and beverages pvt-ltd-nepal-jimmy jimmy#3.png,RECODING,5,1,99765305,86.87857,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,BLUEBERRY PET 250 ML,PET,250.000 ML,BLUEBERRY,,250.0,ML,100.0,1,True,high
25/09/2024,202409,2,132920729,31303020012,1727163651592,99765307,134,JAGDAMBA FOODS PVT LTD-NEPAL,ROBO BULL,ROBO BULL ENERGY DRINK CAN 250ML ,120,250 ML,CAN,,1727163651592-jagdamba foods pvt ltd-nepal-robo bull#3.png,RECODING,5,1,99765307,73.0005,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,JAGDAMBA FOODS PVT LTD-NEPAL,ROBO BULL,ROBO BULL,CAN 250 ML,CAN,250.000 ML,,,250.0,ML,120.0,1,True,high
25/09/2024,202409,2,132860456,31303020016,1727166629247,99765306,134,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY POMEGRANATE PBT 320 ML,99,320ML,PBT,,1727166629247-agro thai foods pvt ltd-nepal-juice jelly#3.png,RECODING,5,1,99765306,100.06068,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY,POMEGRANATE PET 320 ML,PET,320.000 ML,POMEGRANATE,,320.0,ML,99.0,1,True,high
29/09/2024,202409,2,516753310240,51675020005,1727235119962,99765316,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/1000ML/PBT/POMEGRANATE/FREE REAL 180ML WORTH RS 30,290,1000ML ,PBT,,1727235119962-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5,1,99765316,121.91667,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,DABUR NEPAL LTD.-NEPAL,REAL,REAL FRUIT POWER,POMEGRANATE TPK 1000 ML+REAL 180 ML FREE,TPK,1000.000 ML,POMEGRANATE,,1000.0,ML,290.0,1,True,high
29/09/2024,202409,2,516753710207,51675020002,1727235119962,99765316,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/1000ML/PBT/POMEGRANATE/FREE REAL 180ML WORTH RS 30,290,1000ML ,PBT,,,RECODING,5,1,99765316,121.91667,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,DABUR NEPAL LTD.-NEPAL,REAL,REAL FRUIT POWER,POMEGRANATE TPK 1000 ML+REAL 180 ML FREE,TPK,1000.000 ML,POMEGRANATE,,1000.0,ML,290.0,1,True,high
29/09/2024,202409,2,516753710207,51675020002,1727238732868,99765315,134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY ,JIMMY JIMMY/300ML/PBT/KIWI,120,300ML,PBT,,1727238732868-shambhavi food - beverages-nepal-jimmy jimmy #3.png,RECODING,5,1,99765315,112.27562,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,KIWI PET 300 ML,PET,300.000 ML,KIWI,,300.0,ML,120.0,1,True,high
29/09/2024,202409,2,516753710207,51675020002,1727239088335,99765314,134,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY ,JIMMY JIMMY/300ML/PBT/LITCHI ,120,300ML,PBT,,1727239088335-shambhavi food - beverages-nepal-jimmy jimmy #3.png,RECODING,5,1,99765314,121.626656,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,LITCHI PET 300 ML,PET,300.000 ML,LYCHEE,,300.0,ML,120.0,1,True,high
29/09/2024,202409,2,128699486,12201020014,1727254567298,99765313,134,SAMBHAVI FOOD AND BEVERAGES PVT.LTD-NEPAL,JIMMY JIMMY,JIMMY JIMMY MANGO DRINK PET 250ML,100,250ML,PET,,1727254567298-sambhavi food and beverages pvt-ltd-nepal-jimmy jimmy#3.png,RECODING,5,2,99765313,84.277435,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,MANGO PET 250 ML,PET,250.000 ML,MANGO,,250.0,ML,100.0,2,True,high
29/09/2024,202409,2,129058210,12201020023,1727254567298,99765313,134,SAMBHAVI FOOD AND BEVERAGES PVT.LTD-NEPAL,JIMMY JIMMY,JIMMY JIMMY MANGO DRINK PET 250ML,100,250ML,PET,,,RECODING,5,2,99765313,84.277435,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SHAMBHAVI FOOD & BEVERAGES-NEPAL,JIMMY JIMMY,JIMMY JIMMY,MANGO PET 250 ML,PET,250.000 ML,MANGO,,250.0,ML,100.0,2,True,high
26/09/2024,202409,2,132803597,31303020004,1727256334435,99765308,134,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY-LITCHI PBT 320ML ,99,320ML,PBT,,1727256334435-agro thai foods pvt ltd-nepal-juice jelly#3.png,RECODING,5,1,99765308,116.41171,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY,LITCHI PET 320 ML,PET,320.000 ML,LYCHEE,,320.0,ML,99.0,1,True,high
26/09/2024,202409,2,132803597,31303020004,1727256571776,99765309,134,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY-BLACKCURRANT,99,320ML,PBT,,1727256571776-agro thai foods pvt ltd-nepal-juice jelly#3.png,RECODING,5,1,99765309,122.311386,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,AGRO THAI FOODS PVT LTD-NEPAL,JUICE JELLY,JUICE JELLY,BLACK CURRENT PET 320 ML,PET,320.000 ML,BLACK CURRANT,,320.0,ML,99.0,1,True,high
