t_DATE,t_PERIOD,t_AUDITYPE,t_STORECODE,t_DLRCODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,rank,matched_itemcode,distance,m_catcode,m_category,m_subcat,m_ssubcat,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp,llm_rank,llm_selected,llm_confidence
2023-12-18 00:00:00,202312,2,114624094,21103020024,1702797429836,99765116,134,QUALITY KHANEPANI PVT LTD-NPL,AQUA NIRMAL,AQUA NIRMAL/JAR/19LTR,40,19LTR,JAR,,1702797429836-quality khanepani pvt ltd-npl-aqua nirmal#3.png,RECODING,5,1,99765116,151.75388,118,SOFT DRINKS-NP,BULK WATER,BULK WATER,QUALITY KHANEPANI PVT LTD-NPL,AQUA NIRMAL,AQUA NIRMAL,JAR 19000 ML,JAR,19000.000 ML,,,19000.0,ML,40.0,1,True,high
2023-12-18 00:00:00,202312,2,113599066,21103020023,1702799816701,99765114,134,GANESH HIMAL KHANEPANI PRIVATE LIMITED,AQUA MOON,AQUA MOON/JAR/19LTR,40,19LTR,JAR,,1702799816701-ganesh himal khanepani private limited-aqua moon#3.png,RECODING,5,1,99765114,189.44475,118,SOFT DRINKS-NP,BULK WATER,BULK WATER,GANESH HIMAL KHANEPANI PVT LTD-NPL,AQUA MOON,AQUA MOON,JAR 19000 ML,JAR,19000.000 ML,,,19000.0,ML,47.0,1,True,high
2023-12-18 00:00:00,202312,2,113395617,21103020006,1702803743834,99765113,134,SALAMBHU FOOD AND BEVERAGE PVT. LTD,AQUA SUNAKHARI,AQUA SUNAKHARI/PBT/1LTR,20,1LTR,PBT,,1702803743834-salambhu food and beverage pvt- ltd-aqua sunakhari#3.png,RECODING,5,1,99765113,200.61197,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,SALAMBHU FOOD AND BEVERAGE-NEPAL,AQUA SUNAKHARI,AQUA SUNAKHARI,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0,1,True,high
2023-12-25 00:00:00,202312,2,123947434,21301020036,1702883942360,99765113,134,SALAMBHU FOOD AND BEVERAGE P.LTD,AQUA SUNKAKHARI,AQUA SUNAKHARI\1000\ML,20,1000 ML,PET,Invoices not available,1702883942360-salambhu food and beverage p-ltd-aqua sunkakhari#3.png,RECODING,5,1,99765113,164.9523,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,SALAMBHU FOOD AND BEVERAGE-NEPAL,AQUA SUNAKHARI,AQUA SUNAKHARI,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,20.0,1,True,high
2023-12-21 00:00:00,202312,2,128189766,31101020097,1703063006122,99765122,118,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU-ORANGE PBT 320 ML,150,320ML,PBT,,1703063006122-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5,1,99765122,109.168106,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU,ORANGE PET 320 ML,PET,320.000 ML,ORANGE,,320.0,ML,150.0,1,True,high
2023-12-21 00:00:00,202312,2,128189766,31101020097,1703063422314,99765123,118,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU-MANGO PBT 320ML,150,320 ML,PBT,,1703063422314-sappe public company ltd-thailand-mogu mogu#3.png,RECODING,5,1,99765123,96.734406,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,SAPPE PUBLIC COMPANY LTD-THAILAND,MOGU MOGU,MOGU MOGU,MANGO PET 320 ML,PET,320.000 ML,MANGO,,320.0,ML,150.0,1,True,high
2023-12-25 00:00:00,202312,2,111504940,12101020023,1703398151435,99765124,134,PEPSICO INDIA-INDIA,STING ENERGY BLUE CURRENT,STING ENERGY BLUE CURRENT ,32,250 ML.,PBT,,1703398151435-pepsico india-india-sting energy blue current#3.png,RECODING,5,1,99765124,177.85031,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,PEPSI COLA CMPNY IMPRTD-IMPRTD,STING,STING BLUE CURRENT,PET 250 ML,PET,250.000 ML,,,250.0,ML,32.0,1,True,high
2023-12-29 00:00:00,202312,2,132781485,31303020027,1703484115856,99765125,134,SUJAL DAIRY PVT LTD ,RUSH,RUSH BADAM DRINK CAN 180 ML ,110,180ML,CAN,Any other reason,1703484115856-sujal dairy pvt ltd -rush#3.png,RECODING,5,1,99765125,118.60805,118,SOFT DRINKS-NP,SOFT DRINKS,MILK BASED DRINK,SUJAL DAIRY PVT LTD-NEPAL,RUSH,RUSH BADAM DRINK,BADAM DRINK CAN 180 ML,CAN,180.000 ML,ALMOND,,180.0,ML,110.0,1,True,high
2023-12-27 00:00:00,202312,2,132792941,31303020011,1703484115856,99765125,134,SUJAL DAIRY PVT LTD ,RUSH,RUSH BADAM DRINK CAN 180 ML ,110,180ML,CAN,,1703484115856-sujal dairy pvt ltd -rush#3.png,RECODING,5,1,99765125,118.60805,118,SOFT DRINKS-NP,SOFT DRINKS,MILK BASED DRINK,SUJAL DAIRY PVT LTD-NEPAL,RUSH,RUSH BADAM DRINK,BADAM DRINK CAN 180 ML,CAN,180.000 ML,ALMOND,,180.0,ML,110.0,1,True,high
2023-12-27 00:00:00,202312,2,132803597,31303020004,1703484115856,99765125,134,SUJAL DAIRY PVT LTD ,RUSH,RUSH BADAM DRINK CAN 180 ML ,110,180ML,CAN,,1703484115856-sujal dairy pvt ltd -rush#3.png,RECODING,5,1,99765125,118.60805,118,SOFT DRINKS-NP,SOFT DRINKS,MILK BASED DRINK,SUJAL DAIRY PVT LTD-NEPAL,RUSH,RUSH BADAM DRINK,BADAM DRINK CAN 180 ML,CAN,180.000 ML,ALMOND,,180.0,ML,110.0,1,True,high
2023-12-27 00:00:00,202312,2,132848528,31303020029,1703484115856,99765125,134,SUJAL DAIRY PVT LTD ,RUSH,RUSH BADAM DRINK CAN 180 ML ,100,180ML,CAN,Any other reason,1703484115856-sujal dairy pvt ltd -rush#3.png,RECODING,5,1,99765125,118.76573,118,SOFT DRINKS-NP,SOFT DRINKS,MILK BASED DRINK,SUJAL DAIRY PVT LTD-NEPAL,RUSH,RUSH BADAM DRINK,BADAM DRINK CAN 180 ML,CAN,180.000 ML,ALMOND,,180.0,ML,110.0,1,True,high
2023-12-27 00:00:00,202312,2,132920729,31303020012,1703487499413,99765126,134,SARAS BEVERAGE PRIVATE LIMITED NEPAL ,RED BULL,RED BULL-CAN 250ML,110,250ML,CAN,,1703487499413-saras beverage private limited nepal -red bull#3.png,RECODING,5,1,99765126,108.06476,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,RED BULL,CAN 250 ML,CAN,250.000 ML,,,250.0,ML,110.0,1,True,high
02/01/2024,202312,2,116336450,11301020015,1703690509637,99765126,134,SARAS BEVERAGES PRIVATE LIMITED NEPAL,RED BULL,RED BULL CAN 250ML ,110,250ML,CAN,,,RECODING,5,1,99765126,102.50141,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,RED BULL,CAN 250 ML,CAN,250.000 ML,,,250.0,ML,110.0,1,True,high
2023-12-29 00:00:00,202312,2,128827091,12201020021,1703690509637,99765126,134,SARAS BEVERAGES PRIVATE LIMITED NEPAL,RED BULL,RED BULL CAN 250ML ,110,250ML,CAN,,1703690509637-saras beverages private limited nepal-red bull#3.png,RECODING,5,1,99765126,102.50141,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,RED BULL,CAN 250 ML,CAN,250.000 ML,,,250.0,ML,110.0,1,True,high
02/01/2024,202312,2,129058210,12201020023,1703690509637,99765126,134,SARAS BEVERAGES PRIVATE LIMITED NEPAL,RED BULL,RED BULL CAN 250ML ,110,250ML,CAN,,,RECODING,5,1,99765126,102.50141,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,SARAS BEVERAGES PVT LTD-NEPAL,RED BULL,RED BULL,CAN 250 ML,CAN,250.000 ML,,,250.0,ML,110.0,1,True,high
05/01/2024,202401,2,110496169,21101020035,1704357398630,99765100,134,LIFE FOOD & BEVERAGE-NEPAL,KI BU,KIBU/250 ML / TIN /,120,250,CAN,No Purchases,1704357398630-life food - beverage-nepal-ki bu#3.png,CROSS CODING,2,2,99765100,139.42416,118,SOFT DRINKS-NP,SOFT DRINKS,ENERGY DRINK,LIFE FOOD & BEVERAGE-NEPAL,KI BU,KI BU CLASSIC,CLASSIC CAN 250 ML,CAN,250.000 ML,,,250.0,ML,120.0,2,True,high
