t_DATE,t_PERIOD,t_STORECODE,t_ITEMCODE,t_NEW_CODES,t_CATEGORY,t_MANUFACTURE,t_BRAND,t_ITEMDESC,t_MRP,t_PACKSIZE,t_PACKTYPE,t_COMMENTS,t_IMAGE,t_CODE COMMENT,t_FLAG,rank,matched_itemcode,distance,m_catcode,m_category,m_subcat,m_ssubcat,m_company,m_mbrand,m_brand,m_sku,m_packtype,m_base_pack,m_flavor,m_color,m_wght,m_uom,m_mrp,llm_rank,llm_selected,llm_confidence
2022-01-01,202112,124769721,1640939408970,99762894.0,106,HIMADRI FOOD-NEPAL,PRAN KOKO,PRAN KOKO/MILK LOLLIPOP/10GM/PPH,5.0,PPH,10GM,,1640939408970-himadri food-nepal-pran koko.png,RECODING,5,1,99762894,97.8958,106,CONFECTIONERY-NP,LOLLIPOPS,LOLLIPOPS,HIMADRI FOOD-NEPAL,PRAN,PRAN KOKO,PRAN KOKO-MILK LOLLIPOP EWP 10 GM,EWRPK,10.000 GM,MILK,,10.0,GM,5.0,1,True,high
2022-01-01,202112,124769721,1640939643973,99762898.0,122,RSPL LTD-INDIA,GHADI,GHADI/125GM/PPH,16.0,PPH,125GM ,,1640939643973-rspl ltd-india-ghadi.png,RECODING,5,3,99762898,156.22507,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,RSPL LTD-INDIA,GHADI,GHADI,GHADI-PPH 125 GMS,PLPCH,125.000 GM,,,125.0,GM,16.0,3,True,high
2022-01-02,202112,111741491,1640941085388,99762905.0,123,KARUNA SOAP & CHEMICALS-NEPAL,PALUWA,PALUWA/150/GM/,30.0,PPH,150 GM,,1640941085388-karuna soap - chemicals-nepal-paluwa.png,RECODING,5,1,92518350,122.45702,120,TOILET SOAP-NP,TOILET SOAP,TOILET SOAP,MAHASHAKTI SOAP & CHEM.- NEPAL,MAYALU,MAYALU BEAUTY SOAP,MAYALU BEAUTY SOAP-ORANGE PPH 15 GMS,PLPCH,15.000 GM,,,15.0,GM,0.0,0,False,rejected
2022-01-02,202112,111741491,1640941184298,99762903.0,123,KWALITY CHEM PVT LTD-NEPAL,NISHAN ,NISHAN/200/GM/PPH,40.0,PPH,200 GM,,1640941184298-kwality chem pvt ltd-nepal-nishan .png,RECODING,2,1,47735,176.73149,120,TOILET SOAP-NP,TOILET SOAP,TOILET SOAP,KWALITY CHEM PVT LTD-NEPAL,GIV,GIV,GIV-EXCOTC BEAUTY DEO SOAP JASMNE PPH 35 GM,PLPCH,35.000 GM,,,35.0,GM,0.0,0,False,rejected
2022-01-01,202112,128296706,1640941846703,99762891.0,123,RSPL LTD-INDIA,GHADI,GHADI/165GM/EWP,20.0,EWP,165GM,,1640941846703-rspl ltd-india-ghadi.png,CROSS CODING,2,1,48378,176.71822,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,RSPL LTD-INDIA,GHADI,GHADI,GHADI-PPH 165 GMS,PLPCH,165.000 GM,,,165.0,GM,0.0,0,False,rejected
2022-01-01,202112,124567392,1640945156642,99762908.0,129,SYNOKEM PHARMACEUTICALS LTD INDIA ,I-FREE 72,I-FREE 72/1 NOS/CBP,80.0,CBP,1 NOS,,1640945156642-synokem pharmaceuticals ltd india -i-free 72.png,RECODING,5,1,99762908,143.12796,129,ORAL PILLS(FEMALE CONTRA.)-NP,ORAL PILLS(FEMALE CONTRA.),EMERGENCY PILLS,SYNOKEM PHARMACEUTICALS LTD-INDIA,I-FREE 72,I-FREE 72,I-FREE 72-CBP 1 NOS,CDBOX,1.000 NO,,,1.0,NO,80.0,1,True,high
2022-01-01,202112,124567392,1640945928931,99762909.0,130,ARSH ENTERPRISES-INDIA,XPRESSION ,XPRESSION/BANANA FLAVOUR/3 PCS/CBP,80.0,CBP,3 NOS,,1640945928931-arsh enterprises-india-xpression .png,RECODING,5,1,99762909,150.88611,130,CONDOM-NP,CONDOM,CONDOM,ARSH ENTERPRISES-INDIA,XPRESSION,XPRESSION,XPRESSION-BANANA CBP 3 NO,CDBOX,3.000 NO,,,3.0,NO,80.0,1,True,high
2022-01-03,202201,124916559,1641096872587,99762897.0,120,SHREE JAYAKALI JADIBUTI UDY-NP,OKHATI PAPAYA,OKHATI PAPAYA/WHITENING +SUNSCREEN/125GM/CBP,110.0,CBP,125GM ,,1641096872587-shree jayakali jadibuti udy-np-okhati papaya.png,RECODING,5,1,99762897,143.29674,120,TOILET SOAP-NP,TOILET SOAP,TOILET SOAP,SHREE JAYAKALI JADIBUTI UDY-NP,OKHATI,OKHATI PAPAYA,OKHATI PAPAYA-WHTNG SUNCRN CBP 125 GM,CDBOX,125.000 GM,,,125.0,GM,110.0,1,True,high
2022-01-03,202201,124916559,1641097734948,99762910.0,130,KAYMOND CONSUMER CARE LIMITED INDIA ,KAMASUTRA ,KAMASUTRA/MANGO FLAVOURED/10 NOS/CBP,180.0,CBP,10 NOS,,1641097734948-kaymond consumer care limited india -kamasutra .png,RECODING,5,1,99762910,157.92285,130,CONDOM-NP,CONDOM,CONDOM,RAYMOND CONSUMER CARE-INDIA,KAMASUTRA,KAMASUTRA DOTTED,KAMASUTRA DOTTED-MANGO CBP 10 NOS,CDBOX,10.000 NO,,,10.0,NO,180.0,0,False,rejected
2022-01-03,202201,124916559,1641098481322,99762912.0,132,KIMBERLY-CLARK-INDIA,HUGGIES WONDER PANTS COMFY,HUGGIES WONDER PANTS COMFY/XL/5 PANTS/PPH,160.0,PPH,5 NOS,,1641098481322-kimberly-clark-india-huggies wonder pants comfy.png,RECODING,5,1,99762912,92.14624,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,KIMBERLY-CLARK-INDIA,HUGGIES,HUGGIES WONDER PANTS COMFY,HUGGIES WONDER PANTS COMFY-EXTRA LARGE(XL) PPH 5 NOS,PLPCH,5.000 NO,,,5.0,NO,160.0,1,True,high
2022-01-03,202201,124916559,1641098721157,99762913.0,132,JASMINE HYGIENIC - NEPAL,SOFT &DRY PREMIUM PANTS ,SOFT & DRY PREMIUM PANTS/SMALL/5 PCS/PPH,80.0,PPH,5 NOS,,1641098721157-jasmine hygienic - nepal-soft -dry premium pants .png,RECODING,5,1,99762913,103.72772,132,BABY DIAPER-NP,BABY DIAPER,BABY DIAPER,JASMINE HYGIENIC - NEPAL,SOFT & DRY,SOFT & DRY,SOFT & DRY-PREMIUM PANTS SMALL (S) PPH 5 NOS,PLPCH,5.000 NO,,,5.0,NO,80.0,1,True,high
2022-01-03,202201,115069915,1641103178145,92927222.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,NIRMA,NIRMA /400/GM/PBT,55.0,PBT,400 GM,,1641103178145-himgiri hygiene pvt ltd-nepal-nirma.png,CROSS CODING,2,1,93025518,145.43518,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,HIMGIRI SOAP & CHEMICALS-NEPAL,NIRMA,NIRMA,NIRMA-PPH 270 GMS,PLPCH,270.000 GM,,,270.0,GM,0.0,0,False,rejected
2022-01-04,202201,116640647,1641184992689,99762917.0,118,LUMBINI BEVERAGE-NEPAL,CUTE DEW ,CUTE DEW/250/ML/PBT,35.0,PBT,250 ML,,1641184992689-lumbini beverage-nepal-cute dew .png,RECODING,5,1,99762917,82.71587,118,SOFT DRINKS-NP,SOFT DRINKS,CARBONATED,LUMBINI BEVERAGE-NEPAL,CUTE,CUTE DEW,DEW PET 250 ML,PET,250.000 ML,LEMON,,250.0,ML,35.0,1,True,high
2022-01-07,202201,131065174,1641186790242,99762931.0,123,MAHASHAKTI SOAP & CHEM.- NEPAL,MAHASHAKTI,MAHASHAKTI\150GM\PPH\100%PURE WASHING  SOAP ,30.0,PPH,150GM,,1641186790242-mahashakti soap - chem-- nepal-mahashakti.png,RECODING,5,2,99762931,101.92816,123,WASHING CAKE & DISHWASH BAR-NP,WASHING CAKE & DISHWASH BAR,WASHING CAKE,MAHASHAKTI SOAP & CHEM.- NEPAL,MAHASHAKTI,MAHASHAKTI,MAHASHAKTI-PPH 150 GM,PLPCH,150.000 GM,,,150.0,GM,30.0,2,True,high
2022-01-04,202201,124302976,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-04,202201,124382843,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-07,202201,124559840,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-12,202201,124768422,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-10,202201,125732947,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-08,202201,125938071,1641189482313,99762424.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2IN 1,ACTIVE WHEEL 2 IN 1\200\GM,20.0,PPH,200GM,New SKU,1641189482313-r-m- chemicals nepal-active wheel 2in 1.png,CROSS CODING,2,1,50274,176.76599,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-2IN1 CLN FRS PPH 1000 GM+FR VIM BAR 85G,PLPCH,1000.000 GM,,,1000.0,GM,0.0,0,False,rejected
2022-01-04,202201,112104137,1641190905954,99762916.0,118,RAMRI FOOD & BEVERAGE PVT LTD,RAMRI ,RAMRI/1000/ML/PBT,25.0,PBT,1000 ML ,,1641190905954-ramri food - beverage pvt ltd-ramri .png,RECODING,5,1,99762916,148.71136,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,RAMRI FOOD & BEVERAGE-NEPAL,RAMRI,RAMRI,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0,1,True,high
2022-01-04,202201,115343342,1641190905954,99762916.0,118,RAMRI FOOD & BEVERAGE PVT LTD,RAMRI ,RAMRI/1000/ML/PBT,25.0,PBT,1000 ML ,,1641190905954-ramri food - beverage pvt ltd-ramri .png,RECODING,5,1,99762916,148.71136,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,RAMRI FOOD & BEVERAGE-NEPAL,RAMRI,RAMRI,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0,1,True,high
2022-01-11,202201,425724410118,1641190905954,99762916.0,118,RAMRI FOOD & BEVERAGE PVT LTD,RAMRI ,RAMRI/1000/ML/PBT,25.0,PBT,1000 ML ,,1641190905954-ramri food - beverage pvt ltd-ramri .png,RECODING,5,1,99762916,148.71136,118,SOFT DRINKS-NP,PACKAGED WATER,PACKAGED WATER,RAMRI FOOD & BEVERAGE-NEPAL,RAMRI,RAMRI,PET 1000 ML,PET,1000.000 ML,,,1000.0,ML,25.0,1,True,high
2022-01-04,202201,124382843,1641193661920,99762915.0,111,DABUR NEPAL LTD.-NEPAL,DABUR AMLA ALOEVERA,DABUR AMLA ALOEVERA\90\ML,80.0,PPH,90ML,New SKU,1641193661920-dabur nepal ltd--nepal-dabur amla aloevera.png,RECODING,5,1,99762915,117.2401,111,HAIR OIL-NP,HAIR OIL,NON COCONUT OIL,DABUR NEPAL LTD.-NEPAL,DABUR,DABUR AMLA,DABUR AMLA-ALOEVERA PBT 90 ML,PLBOT,90.000 ML,,,90.0,ML,80.0,1,True,high
2022-01-04,202201,111909057,1641194436225,99762918.0,122,KWALITY CHEM PVT LTD-NEPAL,DIAL, KWALITY DIAL/500GM,75.0,PPH,500GM,,1641194436225-kwality chem pvt ltd-nepal-dial.png,RECODING,5,3,99762918,166.71054,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,KWALITY CHEM PVT LTD-NEPAL,DIAL,DIAL,DIAL-XTRA CLEAN DETERGENT POWDER PPH 500 GM,PLPCH,500.000 GM,,,500.0,GM,75.0,3,True,high
2022-01-04,202201,124382843,1641195806424,54776.0,122,R.M. CHEMICALS NEPAL,ACTIVE WHEEL 2 IN 1,ACTIVE WHEEL 2 IN 1\1000\GM,105.0,PPH,1000GM,New SKU,1641195806424-r-m- chemicals nepal-active wheel 2 in 1.png,CROSS CODING,2,1,93020386,174.99657,122,WASHING  POWDER-NP,WASHING POWDER,WASHING POWDER,UNILEVER NEPAL LTD-NEPAL,WHEEL,WHEEL ACTIVE,WHEEL ACTIVE-PPH 135 GMS,PLPCH,135.000 GM,,,135.0,GM,0.0,0,False,rejected
2022-01-04,202201,113111788,1641197986128,99762914.0,106,NEBICO PVT LTD-NEPAL,NEBICO POP STICK,NEBICO POP STICK\8\GM,5.0,PPH,8 GM,,1641197986128-nebico pvt ltd-nepal-nebico pop stick.png,RECODING,5,2,99762914,149.02258,106,CONFECTIONERY-NP,LOLLIPOPS,LOLLIPOPS,NEBICO PVT LTD-NEPAL,NEBICO,NEBICO POP STIX,NEBICO POP STIX-CARAMEL EWP 8 GM,EWRPK,8.000 GM,CARAMEL,,8.0,GM,5.0,2,True,high
2022-01-04,202201,124956421,1641202385669,99762945.0,123,HIMGIRI HYGIENE PVT LTD-NEPAL,DRINK 200G GM,DRUK\200\GM,40.0,200GM,PPH,New SKU,1641202385669-himgiri hygiene pvt ltd-nepal-drink 200g gm.png,RECODING,5,1,20123820,165.59312,118,SOFT DRINKS-NP,SOFT DRINKS,NON-CARBONATED,RIJAL TASHI IND. PVT LTD-NEPAL,DRUK,DRUK,POMEGRANATE CAN 240 ML,CAN,240.000 ML,POMEGRANATE,,240.0,ML,0.0,0,False,rejected
2022-01-05,202201,124621587,1641268699310,99762920.0,111,SESA CARE P LTD INDIA ,SESA,SESA AYURVEDIC/100ML/PBT,270.0,PBT,100ML,,1641268699310-sesa care p ltd india -sesa.png,RECODING,5,1,99762920,139.50417,111,HAIR OIL-NP,HAIR OIL,NON COCONUT OIL,SESA CARE PVT. LTD-INDIA,SESA,SESA AYURVEDIC,SESA AYURVEDIC-PBT 100 ML,PLBOT,100.000 ML,,,100.0,ML,270.0,1,True,high
2022-01-05,202201,124621587,1641269472859,99762919.0,111,EMAMI LTD. -INDIA,EMAMI KESH KING,EMAMI KESH KING/SCALP AND HAIR MEDICINE/50ML/PBT,128.0,PBT,50ML,,1641269472859-emami ltd- -india-emami kesh king.png,RECODING,5,1,99762919,66.61108,111,HAIR OIL-NP,HAIR OIL,NON COCONUT OIL,EMAMI LTD. -INDIA,EMAMI,EMAMI KESH KING,EMAMI KESH KING-SCALP HAIR MEDICID PBT 50 ML,PLBOT,50.000 ML,,,50.0,ML,128.0,1,True,high
